Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1ACPI	C2ACPI	C3ACPI	POLL%	C1ACPI%	C2ACPI%	C3ACPI%	CPU%c1	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	GFXAMHz	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
-	-	134	3.82	3515	2498	1.11	3916	0	112	4955	310	1014	0.34	22.34	20.66	53.43	61.23	0.00	34.95	45	45	97.94	100	100	30.80	26.08	2.05	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.30	7.11	0.01	0.00	0.00	0.00
0	0	134	3.73	3590	2499	1.21	56	0	8	409	20	31	0.17	13.78	15.51	67.19	28.50	0.00	67.77	40	45	97.96	100	100	30.80	26.08	2.05	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.30	7.11	0.01	0.00	0.00	0.00
0	4	17	1.09	1522	2499	0.35	82	0	0	24	44	29	0.00	4.66	35.30	59.16	31.14
1	1	54	1.41	3819	2499	0.12	84	0	1	35	37	25	0.08	3.34	29.83	65.55	97.26	0.00	1.33	45
1	5	611	15.37	3968	2499	1.39	208	0	90	2123	11	7	1.55	74.93	6.31	3.73	83.30
2	2	41	1.66	2484	2499	0.39	556	0	2	527	17	24	0.17	21.71	10.08	66.81	32.04	0.00	66.29	42
2	6	65	2.21	2948	2499	1.07	73	0	2	17	27	32	0.00	2.02	24.90	71.05	31.50
3	3	22	0.72	3028	2499	0.41	63	0	2	33	38	25	0.12	4.62	30.04	64.77	94.87	0.00	4.41	45
3	7	132	4.37	3016	2499	0.60	2794	0	7	1787	116	841	0.59	53.66	13.35	29.23	91.22
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1ACPI	C2ACPI	C3ACPI	POLL%	C1ACPI%	C2ACPI%	C3ACPI%	CPU%c1	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	GFXAMHz	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
-	-	92	2.76	3312	2499	1.04	3698	0	78	5031	235	1027	0.30	20.62	11.81	65.06	58.55	0.00	38.68	46	46	99.57	100	100	22.63	19.54	0.68	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.91	6.81	0.00	0.00	0.00	0.00
0	0	80	2.37	3345	2499	1.07	39	0	10	304	14	24	0.32	12.54	9.75	75.51	22.58	0.00	75.05	40	46	99.57	100	100	22.63	19.55	0.68	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.91	6.81	0.00	0.00	0.00	0.00
